domain,agency,status,redirect,https,dot_gov,www
fedcenter.gov,Environmental Protection Agency,200,https://www.fedcenter.gov/index.cfm?,true,true,false
greengov.gov,Environmental Protection Agency,500,undefined,undefined,undefined,false
relocatefeds.gov,Environmental Protection Agency,200,https://www.epa.gov/relocatefeds,true,true,true
airknowledge.gov,Environmental Protection Agency,500,undefined,undefined,undefined,false
sustainability.gov,Environmental Protection Agency,200,https://www.sustainability.gov/,true,true,true
eeoc.gov,Equal Employment Opportunity Commission,200,https://www.eeoc.gov/,true,true,true
urbanwaters.gov,Environmental Protection Agency,200,https://www.epa.gov/urbanwaterspartners,true,true,true
ai.gov,Executive Office of the President,200,https://ai.gov/,true,true,true
budget.gov,Executive Office of the President,200,https://www.whitehouse.gov/omb/?utm_source=budget.gov,true,true,false
build.gov,Executive Office of the President,200,https://www.whitehouse.gov/build/?utm_source=build.gov,true,true,false
buildbackbetter.gov,Executive Office of the President,200,https://www.whitehouse.gov/,true,true,true
childtaxcredit.gov,Executive Office of the President,500,undefined,undefined,undefined,false
foiaonline.gov,Environmental Protection Agency,500,undefined,undefined,undefined,false
frtr.gov,Environmental Protection Agency,500,undefined,undefined,undefined,false
cleanenergy.gov,Executive Office of the President,200,https://www.whitehouse.gov/cleanenergy/?utm_source=cleanenergy.gov,true,true,false
ej.gov,Executive Office of the President,500,undefined,undefined,undefined,false
earmarks.gov,Executive Office of the President,200,https://www.whitehouse.gov/omb/,true,true,true
environmentaljustice.gov,Executive Office of the President,500,undefined,undefined,undefined,false
crisisnextdoor.gov,Executive Office of the President,200,https://www.cdc.gov/opioids/,true,true,true
eop.gov,Executive Office of the President,200,https://www.whitehouse.gov/,true,true,true
invertir.gov,Executive Office of the President,200,https://www.whitehouse.gov/es/invertir/?utm_source=invertir.gov,true,true,false
investinamerica.gov,Executive Office of the President,200,https://www.whitehouse.gov/invest/?utm_source=investinamerica.gov,true,true,false
invest.gov,Executive Office of the President,200,https://www.whitehouse.gov/invest/?utm_source=invest.gov,true,true,false
glnpo.gov,Environmental Protection Agency,200,http://www.glnpo.gov/,false,true,false
investinginamerica.gov,Executive Office of the President,200,https://www.whitehouse.gov/invest/?utm_source=investinginamerica.gov,true,true,false
nano.gov,Executive Office of the President,200,https://www.nano.gov/,true,true,true
max.gov,Executive Office of the President,200,https://portal.max.gov/portal/home,true,true,true
omb.gov,Executive Office of the President,200,https://www.whitehouse.gov/omb/?utm_source=omb.gov,true,true,false
ondcp.gov,Executive Office of the President,200,https://www.whitehouse.gov/ondcp/?utm_source=ondcp.gov,true,true,false
nepa.gov,Executive Office of the President,200,https://ceq.doe.gov/,true,true,true
ostp.gov,Executive Office of the President,200,https://www.whitehouse.gov/ostp/,true,true,true
pslf.gov,Executive Office of the President,200,https://www.whitehouse.gov/publicserviceloanforgiveness/?utm_source=pslf.gov,true,true,false
publicserviceloanforgiveness.gov,Executive Office of the President,200,https://www.whitehouse.gov/publicserviceloanforgiveness/?utm_source=publicserviceloanforgiveness.gov,true,true,false
pitc.gov,Executive Office of the President,200,http://www.pitc.gov/,false,true,false
reproaccess.gov,Executive Office of the President,200,https://reproductiverights.gov/,true,true,true
quantum.gov,Executive Office of the President,200,https://www.quantum.gov/,true,true,true
reproductiveaccess.gov,Executive Office of the President,200,https://reproductiverights.gov/,true,true,true
reproductiverights.gov,Executive Office of the President,200,https://reproductiverights.gov/,true,true,true
reprorights.gov,Executive Office of the President,200,https://reproductiverights.gov/,true,true,true
unitedwestand.gov,Executive Office of the President,200,https://unitedwestand.gov/,true,true,true
pitctestdomain.gov,Executive Office of the President,200,http://www.pitctestdomain.gov/,false,true,false
ustr.gov,Executive Office of the President,200,https://ustr.gov/,true,true,false
usds.gov,Executive Office of the President,200,https://www.usds.gov/,true,true,true
pci.gov,Executive Office of the President,200,http://www.pci.gov/,false,true,false
usdigitalservice.gov,Executive Office of the President,200,https://www.usds.gov/,true,true,true
wh.gov,Executive Office of the President,200,https://www.whitehouse.gov/,true,true,true
whitehouse.gov,Executive Office of the President,200,https://www.whitehouse.gov/,true,true,true
whitehousedrugpolicy.gov,Executive Office of the President,200,https://www.whitehouse.gov/ondcp/,true,true,true
accedeainternet.gov,Federal Communications Commission,403,http://accedeainternet.gov/,false,true,false
exim.gov,Export/Import Bank of the U.S.,200,https://exim.gov/,true,true,false
fca.gov,Farm Credit Administration,200,https://www.fca.gov/,true,true,true
acpbenefit.gov,Federal Communications Commission,200,https://www.affordableconnectivity.gov/,true,true,true
fcc.gov,Federal Communications Commission,403,http://fcc.gov/,false,true,false
getinternet.gov,Federal Communications Commission,403,http://getinternet.gov/,false,true,false
fcsic.gov,Farm Credit Administration,200,https://www.fcsic.gov/,true,true,true
affordableconnectivity.gov,Federal Communications Commission,200,https://affordableconnectivity.gov/,true,true,false
broadbandmap.gov,Federal Communications Commission,200,https://broadbandmap.fcc.gov/,true,true,true
fdicig.gov,Federal Deposit Insurance Corporation,500,undefined,undefined,undefined,false
fdic.gov,Federal Deposit Insurance Corporation,200,https://www.fdic.gov/,true,true,false
fdicseguro.gov,Federal Deposit Insurance Corporation,500,undefined,undefined,undefined,false
fdicoig.gov,Federal Deposit Insurance Corporation,200,https://www.fdicoig.gov/,true,true,true
ofia.gov,Federal Deposit Insurance Corporation,200,https://www.ofia.gov/,true,true,false
economicinclusion.gov,Federal Deposit Insurance Corporation,500,undefined,undefined,undefined,false
fec.gov,Federal Election Commission,200,https://www.fec.gov/,true,true,true
ferc.gov,Federal Energy Regulatory Commission,200,https://ferc.gov/,true,true,false
fhfaoig.gov,Federal Housing Finance Agency,404,http://fhfaoig.gov/,false,true,false
flra.gov,Federal Labor Relations Authority,200,https://www.flra.gov/,true,true,true
myfdic.gov,Federal Deposit Insurance Corporation,200,http://www.myfdic.gov/,false,true,false
adr.gov,Federal Mediation and Conciliation Service,200,https://adr.gov/,true,true,true
fdicconnect.gov,Federal Deposit Insurance Corporation,500,undefined,undefined,undefined,false
fmcs.gov,Federal Mediation and Conciliation Service,200,https://www.fmcs.gov/,true,true,true
fpisc.gov,Federal Permitting Improvement Steering Council,200,https://www.permits.performance.gov/,true,true,true
permitting.gov,Federal Permitting Improvement Steering Council,200,https://www.permits.performance.gov/,true,true,true
billetes.gov,Federal Reserve Board of Governors,200,https://www.uscurrency.gov/es,true,true,true
fbiic.gov,Federal Reserve Board of Governors,403,https://www.fbiic.gov/,true,true,true
federalreserve.gov,Federal Reserve Board of Governors,200,https://www.federalreserve.gov/,true,true,true
fmc.gov,Federal Maritime Commission,200,https://www.fmc.gov/,true,true,false
federalreserveconsumerhelp.gov,Federal Reserve Board of Governors,200,https://www.federalreserveconsumerhelp.gov/,true,true,true
fedres.gov,Federal Reserve Board of Governors,500,undefined,undefined,undefined,false
fedpartnership.gov,Federal Reserve Board of Governors,200,https://www.fedpartnership.gov/,true,true,true
frb.gov,Federal Reserve Board of Governors,500,undefined,undefined,undefined,false
ffiec.gov,Federal Reserve Board of Governors,403,https://www.ffiec.gov/,true,true,true
frs.gov,Federal Reserve Board of Governors,500,undefined,undefined,undefined,false
newmoney.gov,Federal Reserve Board of Governors,500,undefined,undefined,undefined,false
mortgagetranslations.gov,Federal Housing Finance Agency,200,https://www.fhfa.gov/mortgagetranslations,true,true,false
fmshrc.gov,Federal Mine Safety and Health Review Commission,500,undefined,undefined,undefined,false
exploretsp.gov,Federal Retirement Thrift Investment Board,403,https://www.tsp.gov/,true,true,false
uscurrency.gov,Federal Reserve Board of Governors,200,https://www.uscurrency.gov/,true,true,false
tsp.gov,Federal Retirement Thrift Investment Board,403,https://www.tsp.gov/,true,true,true
frtib.gov,Federal Retirement Thrift Investment Board,200,https://www.frtib.gov/,true,true,true
frtibtest.gov,Federal Retirement Thrift Investment Board,200,http://www.frtibtest.gov/,false,true,false
tsptest.gov,Federal Retirement Thrift Investment Board,200,http://www.tsptest.gov/,false,true,false
consumer.gov,Federal Trade Commission,200,https://consumer.gov/,true,true,true
consumersentinel.gov,Federal Trade Commission,200,https://consumersentinel.gov/,true,true,false
consumidor.gov,Federal Trade Commission,200,https://consumidor.gov/,true,true,true
donotcall.gov,Federal Trade Commission,200,https://www.donotcall.gov/,true,true,true
alertaenlinea.gov,Federal Trade Commission,200,https://consumidor.ftc.gov/robo-de-identidad-y-seguridad-en-linea/privacidad-y-seguridad-en-linea,true,true,true
econsumer.gov,Federal Trade Commission,200,https://econsumer.gov/,true,true,false
hsr.gov,Federal Trade Commission,200,https://www.ftc.gov/enforcement/premerger-notification-program,true,true,true
ftc.gov,Federal Trade Commission,200,https://www.ftc.gov/,true,true,true
identitytheft.gov,Federal Trade Commission,200,https://www.identitytheft.gov/,true,true,true
idtheft.gov,Federal Trade Commission,200,https://www.identitytheft.gov/,true,true,true
militaryconsumer.gov,Federal Trade Commission,200,https://www.militaryconsumer.gov/,true,true,true
protecciondelconsumidor.gov,Federal Trade Commission,500,undefined,undefined,undefined,false
dontserveteens.gov,Federal Trade Commission,200,https://consumer.ftc.gov/features/we-dont-serve-teens,true,true,true
onguardonline.gov,Federal Trade Commission,200,https://consumer.ftc.gov/identity-theft-and-online-security/online-privacy-and-security,true,true,true
18f.gov,General Services Administration,200,https://18f.gsa.gov/,true,true,true
robodeidentidad.gov,Federal Trade Commission,200,https://www.robodeidentidad.gov/,true,true,true
sentinel.gov,Federal Trade Commission,200,https://www.ftc.gov/enforcement/consumer-sentinel-network,true,true,true
fhfa.gov,Federal Housing Finance Agency,500,undefined,undefined,undefined,false
acquisitiongateway.gov,General Services Administration,400,http://acquisitiongateway.gov/,false,true,false
acquisition.gov,General Services Administration,200,https://login.acquisition.gov/,true,true,false
accessibility.gov,General Services Administration,200,https://www.section508.gov/,true,true,true
businessusa.gov,General Services Administration,200,https://www.usa.gov/small-business?source=busa,true,true,true
afadvantage.gov,General Services Administration,200,https://www.afadvantage.gov/,true,true,false
buyamerican.gov,General Services Administration,200,https://www.madeinamerica.gov/,true,true,true
cao.gov,General Services Administration,200,https://www.acquisition.gov/cao-home,true,true,true
buyaccessible.gov,General Services Administration,200,https://www.section508.gov/art/,true,true,false
cbca.gov,General Services Administration,200,https://cbca.gov/,true,true,false
cfo.gov,General Services Administration,200,https://www.cfo.gov/,true,true,true
cdo.gov,General Services Administration,200,https://www.cdo.gov/,true,true,true
challenge.gov,General Services Administration,200,https://www.challenge.gov/,true,true,true
cloud.gov,General Services Administration,200,https://cloud.gov/,true,true,false
code.gov,General Services Administration,200,https://code.gov/,true,true,false
cio.gov,General Services Administration,200,https://www.cio.gov/,true,true,true
computersforlearning.gov,General Services Administration,200,https://computersforlearning.gov/,true,true,false
consumeraction.gov,General Services Administration,200,https://www.usa.gov/,true,true,true
citizenscience.gov,General Services Administration,200,https://www.citizenscience.gov/,true,true,true
contractdirectory.gov,General Services Administration,200,https://contractdirectory.gov/,true,true,false
data.gov,General Services Administration,200,https://data.gov/,true,true,true
digital.gov,General Services Administration,200,https://digital.gov/,true,true,true
digitalgov.gov,General Services Administration,200,https://digital.gov/,true,true,true
digitaldashboard.gov,General Services Administration,400,http://digitaldashboard.gov/,false,true,false
cpars.gov,General Services Administration,200,https://cpars.gov/,true,true,false
esrs.gov,General Services Administration,200,https://www.esrs.gov/,true,true,true
fac.gov,General Services Administration,200,https://www.fac.gov/,true,true,true
evaluation.gov,General Services Administration,200,https://www.evaluation.gov/,true,true,true
csusop.gov,General Services Administration,200,http://www.csusop.gov/,false,true,false
ecpic.gov,General Services Administration,200,https://digital.gov/services/electronic-capital-planning-and-investment-control-ecpic/,true,true,true
fapiis.gov,General Services Administration,400,http://fapiis.gov/,false,true,false
faca.gov,General Services Administration,200,https://www.gsa.gov/policy-regulations/policy/federal-advisory-committee-management,true,true,true
fbf.gov,General Services Administration,400,http://fbf.gov/,false,true,false
facadatabase.gov,General Services Administration,200,https://www.facadatabase.gov/FACA/s/,true,true,true
fai.gov,General Services Administration,200,https://www.fai.gov/,true,true,true
fedidcard.gov,General Services Administration,200,https://www.gsa.gov/technology/it-contract-vehicles-and-purchasing-programs/federal-credentialing-services?gsaredirect=fedidcard,true,true,true
fbo.gov,General Services Administration,200,https://sam.gov/content/opportunities,true,true,true
fcsm.gov,General Services Administration,200,https://www.fcsm.gov/,true,true,true
fedramp.gov,General Services Administration,200,https://www.fedramp.gov/,true,true,true
